Training: 2023-12-28 00:21:17,101-rank_id: 0
Training: 2023-12-28 00:25:35,436-Speed 789.77 samples/sec   Loss 44.6970   LearningRate 0.020000   Epoch: 0   Global Step: 1490   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:37,125-Speed 757.72 samples/sec   Loss 44.6909   LearningRate 0.020000   Epoch: 0   Global Step: 1500   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:38,747-Speed 789.17 samples/sec   Loss 44.7304   LearningRate 0.020000   Epoch: 0   Global Step: 1510   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:40,367-Speed 790.24 samples/sec   Loss 44.4953   LearningRate 0.020000   Epoch: 0   Global Step: 1520   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:41,984-Speed 792.10 samples/sec   Loss 44.6442   LearningRate 0.020000   Epoch: 0   Global Step: 1530   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:43,606-Speed 789.80 samples/sec   Loss 44.4682   LearningRate 0.020000   Epoch: 0   Global Step: 1540   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:45,227-Speed 789.98 samples/sec   Loss 44.4923   LearningRate 0.020000   Epoch: 0   Global Step: 1550   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:46,848-Speed 790.11 samples/sec   Loss 44.4656   LearningRate 0.020000   Epoch: 0   Global Step: 1560   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:48,475-Speed 786.83 samples/sec   Loss 44.6382   LearningRate 0.020000   Epoch: 0   Global Step: 1570   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:50,099-Speed 788.26 samples/sec   Loss 44.4513   LearningRate 0.020000   Epoch: 0   Global Step: 1580   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:51,719-Speed 789.66 samples/sec   Loss 44.3836   LearningRate 0.020000   Epoch: 0   Global Step: 1590   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:53,343-Speed 788.77 samples/sec   Loss 44.5024   LearningRate 0.020000   Epoch: 0   Global Step: 1600   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:54,965-Speed 789.37 samples/sec   Loss 44.5793   LearningRate 0.020000   Epoch: 0   Global Step: 1610   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:56,587-Speed 789.70 samples/sec   Loss 44.2123   LearningRate 0.020000   Epoch: 0   Global Step: 1620   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:25:58,206-Speed 790.53 samples/sec   Loss 44.3367   LearningRate 0.020000   Epoch: 0   Global Step: 1630   Fp16 Grad Scale: 524288   Required: 10 hours
Training: 2023-12-28 00:25:59,823-Speed 791.67 samples/sec   Loss 44.4392   LearningRate 0.020000   Epoch: 0   Global Step: 1640   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:01,444-Speed 789.25 samples/sec   Loss 44.3861   LearningRate 0.020000   Epoch: 0   Global Step: 1650   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:03,069-Speed 788.05 samples/sec   Loss 44.2050   LearningRate 0.020000   Epoch: 0   Global Step: 1660   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:04,689-Speed 789.96 samples/sec   Loss 44.4084   LearningRate 0.020000   Epoch: 0   Global Step: 1670   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:06,309-Speed 790.43 samples/sec   Loss 44.1916   LearningRate 0.020000   Epoch: 0   Global Step: 1680   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:07,932-Speed 789.61 samples/sec   Loss 44.3146   LearningRate 0.020000   Epoch: 0   Global Step: 1690   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:09,552-Speed 789.77 samples/sec   Loss 44.1124   LearningRate 0.020000   Epoch: 0   Global Step: 1700   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:11,173-Speed 790.38 samples/sec   Loss 44.0072   LearningRate 0.020000   Epoch: 0   Global Step: 1710   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:12,795-Speed 789.38 samples/sec   Loss 44.1849   LearningRate 0.020000   Epoch: 0   Global Step: 1720   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:14,417-Speed 789.11 samples/sec   Loss 44.2059   LearningRate 0.020000   Epoch: 0   Global Step: 1730   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:16,038-Speed 789.68 samples/sec   Loss 43.9447   LearningRate 0.020000   Epoch: 0   Global Step: 1740   Fp16 Grad Scale: 524288   Required: 10 hours
Training: 2023-12-28 00:26:17,658-Speed 790.42 samples/sec   Loss 43.8464   LearningRate 0.020000   Epoch: 0   Global Step: 1750   Fp16 Grad Scale: 524288   Required: 10 hours
Training: 2023-12-28 00:26:19,278-Speed 789.78 samples/sec   Loss 44.0207   LearningRate 0.020000   Epoch: 0   Global Step: 1760   Fp16 Grad Scale: 524288   Required: 10 hours
Training: 2023-12-28 00:26:20,959-Speed 761.48 samples/sec   Loss 44.1116   LearningRate 0.020000   Epoch: 0   Global Step: 1770   Fp16 Grad Scale: 524288   Required: 10 hours
Training: 2023-12-28 00:26:22,574-Speed 793.11 samples/sec   Loss 44.0616   LearningRate 0.020000   Epoch: 0   Global Step: 1780   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:24,195-Speed 790.14 samples/sec   Loss 43.9459   LearningRate 0.020000   Epoch: 0   Global Step: 1790   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:25,825-Speed 785.33 samples/sec   Loss 43.8915   LearningRate 0.020000   Epoch: 0   Global Step: 1800   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:27,446-Speed 789.77 samples/sec   Loss 43.7514   LearningRate 0.020000   Epoch: 0   Global Step: 1810   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:29,068-Speed 789.21 samples/sec   Loss 43.8410   LearningRate 0.020000   Epoch: 0   Global Step: 1820   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:30,687-Speed 790.41 samples/sec   Loss 44.0210   LearningRate 0.020000   Epoch: 0   Global Step: 1830   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:32,308-Speed 790.00 samples/sec   Loss 43.9870   LearningRate 0.020000   Epoch: 0   Global Step: 1840   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:33,928-Speed 790.24 samples/sec   Loss 43.7203   LearningRate 0.020000   Epoch: 0   Global Step: 1850   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:35,548-Speed 790.03 samples/sec   Loss 44.0198   LearningRate 0.020000   Epoch: 0   Global Step: 1860   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:37,170-Speed 789.65 samples/sec   Loss 44.0128   LearningRate 0.020000   Epoch: 0   Global Step: 1870   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:38,791-Speed 789.68 samples/sec   Loss 43.8118   LearningRate 0.020000   Epoch: 0   Global Step: 1880   Fp16 Grad Scale: 524288   Required: 10 hours
Training: 2023-12-28 00:26:40,406-Speed 793.21 samples/sec   Loss 43.9222   LearningRate 0.020000   Epoch: 0   Global Step: 1890   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:42,028-Speed 789.24 samples/sec   Loss 43.7652   LearningRate 0.020000   Epoch: 0   Global Step: 1900   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:26:43,646-Speed 790.75 samples/sec   Loss 43.7344   LearningRate 0.020000   Epoch: 0   Global Step: 1910   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:26:45,268-Speed 789.30 samples/sec   Loss 43.7722   LearningRate 0.020000   Epoch: 0   Global Step: 1920   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2023-12-28 00:26:46,890-Speed 789.06 samples/sec   Loss 43.6968   LearningRate 0.020000   Epoch: 0   Global Step: 1930   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:26:48,516-Speed 787.34 samples/sec   Loss 43.7627   LearningRate 0.020000   Epoch: 0   Global Step: 1940   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:26:50,136-Speed 790.14 samples/sec   Loss 43.8106   LearningRate 0.020000   Epoch: 0   Global Step: 1950   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:26:51,758-Speed 789.73 samples/sec   Loss 43.6703   LearningRate 0.020000   Epoch: 0   Global Step: 1960   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:26:53,378-Speed 790.01 samples/sec   Loss 43.6603   LearningRate 0.020000   Epoch: 0   Global Step: 1970   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:26:54,998-Speed 790.13 samples/sec   Loss 43.5333   LearningRate 0.020000   Epoch: 0   Global Step: 1980   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:26:56,620-Speed 789.75 samples/sec   Loss 43.8023   LearningRate 0.020000   Epoch: 0   Global Step: 1990   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:26:58,235-Speed 792.48 samples/sec   Loss 43.4276   LearningRate 0.020000   Epoch: 0   Global Step: 2000   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:26:59,905-Speed 767.39 samples/sec   Loss 43.5774   LearningRate 0.020000   Epoch: 0   Global Step: 2010   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:01,527-Speed 788.81 samples/sec   Loss 43.6389   LearningRate 0.020000   Epoch: 0   Global Step: 2020   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:03,149-Speed 789.78 samples/sec   Loss 43.5671   LearningRate 0.020000   Epoch: 0   Global Step: 2030   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:04,770-Speed 789.57 samples/sec   Loss 43.2894   LearningRate 0.020000   Epoch: 0   Global Step: 2040   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:06,394-Speed 788.81 samples/sec   Loss 43.4829   LearningRate 0.020000   Epoch: 0   Global Step: 2050   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:08,013-Speed 790.61 samples/sec   Loss 43.6572   LearningRate 0.020000   Epoch: 0   Global Step: 2060   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:09,633-Speed 790.12 samples/sec   Loss 43.4224   LearningRate 0.020000   Epoch: 0   Global Step: 2070   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:11,255-Speed 789.71 samples/sec   Loss 43.5356   LearningRate 0.020000   Epoch: 0   Global Step: 2080   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:12,873-Speed 790.90 samples/sec   Loss 43.3082   LearningRate 0.020000   Epoch: 0   Global Step: 2090   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:14,495-Speed 789.60 samples/sec   Loss 43.5277   LearningRate 0.020000   Epoch: 0   Global Step: 2100   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:27:16,108-Speed 793.67 samples/sec   Loss 43.5911   LearningRate 0.020000   Epoch: 0   Global Step: 2110   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:17,730-Speed 790.18 samples/sec   Loss 43.4596   LearningRate 0.020000   Epoch: 0   Global Step: 2120   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:19,350-Speed 790.01 samples/sec   Loss 43.0365   LearningRate 0.020000   Epoch: 0   Global Step: 2130   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:20,978-Speed 786.43 samples/sec   Loss 43.3368   LearningRate 0.020000   Epoch: 0   Global Step: 2140   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:22,600-Speed 788.97 samples/sec   Loss 43.2159   LearningRate 0.020000   Epoch: 0   Global Step: 2150   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:24,220-Speed 790.43 samples/sec   Loss 43.2186   LearningRate 0.020000   Epoch: 0   Global Step: 2160   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:25,839-Speed 790.56 samples/sec   Loss 43.2371   LearningRate 0.020000   Epoch: 0   Global Step: 2170   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:27,459-Speed 790.40 samples/sec   Loss 43.3014   LearningRate 0.020000   Epoch: 0   Global Step: 2180   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:29,080-Speed 789.65 samples/sec   Loss 43.2264   LearningRate 0.020000   Epoch: 0   Global Step: 2190   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:30,701-Speed 789.71 samples/sec   Loss 43.0176   LearningRate 0.020000   Epoch: 0   Global Step: 2200   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:32,321-Speed 790.25 samples/sec   Loss 43.1415   LearningRate 0.020000   Epoch: 0   Global Step: 2210   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:27:33,933-Speed 794.02 samples/sec   Loss 43.2938   LearningRate 0.020000   Epoch: 0   Global Step: 2220   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:35,553-Speed 790.51 samples/sec   Loss 43.2882   LearningRate 0.020000   Epoch: 0   Global Step: 2230   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:37,172-Speed 790.59 samples/sec   Loss 43.0056   LearningRate 0.020000   Epoch: 0   Global Step: 2240   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:38,795-Speed 789.17 samples/sec   Loss 42.9000   LearningRate 0.020000   Epoch: 0   Global Step: 2250   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:40,416-Speed 789.60 samples/sec   Loss 42.9617   LearningRate 0.020000   Epoch: 0   Global Step: 2260   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:42,036-Speed 790.34 samples/sec   Loss 42.9400   LearningRate 0.020000   Epoch: 0   Global Step: 2270   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:43,656-Speed 789.94 samples/sec   Loss 43.0002   LearningRate 0.020000   Epoch: 0   Global Step: 2280   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:45,277-Speed 789.73 samples/sec   Loss 42.8707   LearningRate 0.020000   Epoch: 0   Global Step: 2290   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:46,899-Speed 789.19 samples/sec   Loss 42.8628   LearningRate 0.020000   Epoch: 0   Global Step: 2300   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:48,522-Speed 788.66 samples/sec   Loss 42.7690   LearningRate 0.020000   Epoch: 0   Global Step: 2310   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:50,142-Speed 789.94 samples/sec   Loss 42.7846   LearningRate 0.020000   Epoch: 0   Global Step: 2320   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:27:51,757-Speed 792.54 samples/sec   Loss 42.9846   LearningRate 0.020000   Epoch: 0   Global Step: 2330   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:53,378-Speed 790.29 samples/sec   Loss 42.6992   LearningRate 0.020000   Epoch: 0   Global Step: 2340   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:55,000-Speed 790.07 samples/sec   Loss 42.9221   LearningRate 0.020000   Epoch: 0   Global Step: 2350   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:56,620-Speed 790.18 samples/sec   Loss 42.7635   LearningRate 0.020000   Epoch: 0   Global Step: 2360   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:58,240-Speed 790.43 samples/sec   Loss 42.6087   LearningRate 0.020000   Epoch: 0   Global Step: 2370   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:27:59,863-Speed 789.48 samples/sec   Loss 42.6983   LearningRate 0.020000   Epoch: 0   Global Step: 2380   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:01,483-Speed 789.75 samples/sec   Loss 42.7151   LearningRate 0.020000   Epoch: 0   Global Step: 2390   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:03,106-Speed 788.68 samples/sec   Loss 43.0760   LearningRate 0.020000   Epoch: 0   Global Step: 2400   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:04,727-Speed 789.71 samples/sec   Loss 42.6412   LearningRate 0.020000   Epoch: 0   Global Step: 2410   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:06,353-Speed 787.26 samples/sec   Loss 42.9253   LearningRate 0.020000   Epoch: 0   Global Step: 2420   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:07,972-Speed 790.96 samples/sec   Loss 42.5687   LearningRate 0.020000   Epoch: 0   Global Step: 2430   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:28:09,595-Speed 789.28 samples/sec   Loss 42.5451   LearningRate 0.020000   Epoch: 0   Global Step: 2440   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:28:11,211-Speed 792.09 samples/sec   Loss 42.5668   LearningRate 0.020000   Epoch: 0   Global Step: 2450   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:12,833-Speed 789.65 samples/sec   Loss 42.5893   LearningRate 0.020000   Epoch: 0   Global Step: 2460   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:14,492-Speed 771.66 samples/sec   Loss 42.4696   LearningRate 0.020000   Epoch: 0   Global Step: 2470   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:16,112-Speed 789.96 samples/sec   Loss 42.6479   LearningRate 0.020000   Epoch: 0   Global Step: 2480   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:17,733-Speed 789.76 samples/sec   Loss 42.4117   LearningRate 0.020000   Epoch: 0   Global Step: 2490   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:19,352-Speed 791.24 samples/sec   Loss 42.3981   LearningRate 0.020000   Epoch: 0   Global Step: 2500   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:20,974-Speed 789.21 samples/sec   Loss 42.5976   LearningRate 0.020000   Epoch: 0   Global Step: 2510   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:22,595-Speed 790.18 samples/sec   Loss 42.1849   LearningRate 0.020000   Epoch: 0   Global Step: 2520   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:24,246-Speed 790.45 samples/sec   Loss 42.1480   LearningRate 0.020000   Epoch: 0   Global Step: 2530   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:25,867-Speed 789.99 samples/sec   Loss 42.5872   LearningRate 0.020000   Epoch: 0   Global Step: 2540   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:27,488-Speed 790.25 samples/sec   Loss 42.3641   LearningRate 0.020000   Epoch: 0   Global Step: 2550   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:28:29,110-Speed 789.49 samples/sec   Loss 41.9934   LearningRate 0.020000   Epoch: 0   Global Step: 2560   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:28:30,724-Speed 792.85 samples/sec   Loss 42.1477   LearningRate 0.020000   Epoch: 0   Global Step: 2570   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:28:32,344-Speed 790.18 samples/sec   Loss 42.3570   LearningRate 0.020000   Epoch: 0   Global Step: 2580   Fp16 Grad Scale: 262144   Required: 9 hours
